,Tx ZT0,Tx ZT12,V ZT0,V ZT12
LRP3,321.85585414141633,427.27847150292536,371.9702789907801,417.3621313424932
LRP4,827.3928797099927,1404.960019920538,852.0821136292681,1639.6046681191422
LRP5,2258.5034494147276,1277.9524187933673,2264.5167118530094,1153.3728119877808
LRP6,2642.9038304245732,1900.1201860952126,2438.180653043842,2214.135031249755
LRPPRC,2014.3707945906328,2170.3662008679,1916.351798765384,2204.435318714739
LRRC25,57.900303487375105,42.88610852915382,45.76516157975815,28.425847564617754
LRRC28,337.3984630506693,413.327151811344,321.2745750110668,462.05591381871426
LRRC58,2514.466472475312,1900.1261422416185,3160.5107340538566,1981.6355650927262
LRRC59,1034.2018447288415,761.4553228529003,943.2127458274672,608.8423082283875
LRRC61,70.89173248706884,66.73536699068211,55.79555971200751,81.17315280718884
LRRC8C,109.13077916080475,105.57362541624518,96.41798034366077,141.71612127039862
LRRC8D,678.8305931196808,530.1829484813878,692.6064521139106,479.5767093362331
LRRK2,177.509202799627,132.42355977173725,168.28335294184055,97.35070812711773
LRWD1,173.44967117806448,104.05947350410169,146.180144341778,115.5875030184352
LSM11,69.14414794909713,42.878139346310064,91.37081213191912,42.37888059337192
LSM4,138.02043077433174,172.5779399498967,119.88673400332179,177.0286673436065
LSR,2546.6480993848504,2092.558117031978,2369.975734130397,1757.7612833506
LSS,1122.8751587808024,2666.4174497817467,1241.095932048827,1798.1818447515354
LTBP2,120.22499106431161,49.85527682048674,38.63143130487871,19.598863148018932
LUC7L,475.3976486034901,510.2357450449081,438.022204906814,473.2276621906545
LURAP1L,424.7407742390982,491.9896021956043,436.88617385046155,634.4260394839702
LY6E,2337.5659743513615,1740.5601046859738,2241.9577110709197,1396.6669625417314
LY96,32.723808554248976,21.925300744210162,22.463394698086137,14.264901933019821
LYST,1987.2859921108657,2425.6813586424,2136.466967251736,2278.8829799081363
LZTS2,202.20446438614243,159.4111229780287,207.20389100360478,113.82680302463628
MACIR,243.63017625597277,276.99318532878175,213.9692900290935,320.8744221133559
